Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Nvx_Deces_Total
2022-06-13,1078484,872,15011,2
2022-06-14,1079323,839,15015,4
2022-06-15,1080300,977,15019,4
2022-06-16,1081199,899,15023,4
2022-06-17,1081967,768,15025,2
2022-06-18,1082625,658,15030,5
2022-06-19,1083234,609,15035,5
2022-06-20,1084323,1089,15043,8
2022-06-21,1085495,1172,15047,4
2022-06-22,1086850,1355,15053,6
2022-06-23,1087958,1108,15057,4
2022-06-24,1088881,923,15062,5
2022-06-25,1089710,829,15063,1
2022-06-26,1090575,865,15073,10
2022-06-27,1092210,1635,15075,2
2022-06-28,1093981,1771,15085,10
2022-06-29,1095706,1725,15088,3
2022-06-30,1097360,1654,15095,7
2022-07-01,1098557,1197,15099,4
2022-07-02,1099702,1145,15110,11
2022-07-03,1100843,1141,15116,6
2022-07-04,1102914,2071,15120,4
2022-07-05,1104818,1904,15132,12
2022-07-06,1106839,2021,15141,9
2022-07-07,1108634,1795,15148,7
2022-07-08,1110161,1527,15156,8
2022-07-09,1111395,1234,15166,10
2022-07-10,1112639,1244,15181,15
2022-07-11,1114655,2016,15195,14
2022-07-12,1116859,2204,15212,17
2022-07-13,1119195,2336,15231,19
2022-07-14,1121109,1914,15248,17
2022-07-15,1123112,2003,15267,19
2022-07-16,1124638,1526,15289,22
2022-07-17,1126040,1402,15303,14
2022-07-18,1128185,2145,15314,11
2022-07-19,1130588,2403,15326,12
2022-07-20,1132668,2080,15344,18
2022-07-21,1134619,1951,15365,21
2022-07-22,1136225,1606,15377,12
2022-07-23,1137508,1283,15392,15
2022-07-24,1138786,1278,15410,18
2022-07-25,1140586,1800,15425,15
2022-07-26,1142388,1802,15441,16
2022-07-27,1143962,1574,15450,9
2022-07-28,1145423,1461,15462,12
2022-07-29,1146763,1340,15472,10
2022-07-30,1147744,981,15483,11
2022-07-31,1148714,970,15489,6
2022-08-01,1150100,1386,15508,19
2022-08-02,1151547,1447,15528,20
2022-08-03,1152888,1341,15545,17
2022-08-04,1153930,1042,15555,10
2022-08-05,1155027,1097,15570,15
2022-08-06,1155813,786,15587,17
2022-08-07,1156601,788,15597,10
2022-08-08,1157872,1271,15614,17
2022-08-09,1159008,1136,15626,12
2022-08-10,1160179,1171,15636,10
2022-08-11,1161372,1193,15646,10
2022-08-12,1162291,919,15655,9
2022-08-13,1163070,779,15666,11
2022-08-14,1163785,715,15681,15
2022-08-15,1165009,1224,15691,10
2022-08-16,1166272,1263,15701,10
2022-08-17,1167395,1123,15716,15
2022-08-18,1168393,998,15724,8
2022-08-19,1169257,864,15733,9
2022-08-20,1169944,687,15748,15
2022-08-21,1170590,646,15765,17
2022-08-22,1171538,948,15778,13
2022-08-23,1172563,1025,15792,14
2022-08-24,1173468,905,15805,13
2022-08-25,1174238,770,15814,9
2022-08-26,1174999,761,15823,9
2022-08-27,1175570,571,15840,17
2022-08-28,1176059,489,15849,9
2022-08-29,1176863,804,15860,11
2022-08-30,1177820,957,15870,10
2022-08-31,1178664,844,15882,12
2022-09-01,1179466,802,15888,6
2022-09-02,1180129,663,15893,5
2022-09-03,1180607,478,15900,7
2022-09-04,1181062,455,15904,4
2022-09-05,1181677,615,15914,10
2022-09-06,1182594,917,15917,3
2022-09-07,1183461,867,15923,6
2022-09-08,1184331,870,15931,8
2022-09-09,1184983,652,15939,8
2022-09-10,1185562,579,15947,8
2022-09-11,1186128,566,15958,11
2022-09-12,1187047,919,15968,10
2022-09-13,1187893,846,15974,6
2022-09-14,1188671,778,15982,8
2022-09-15,1189424,753,15984,2
2022-09-16,1190056,632,15988,4
2022-09-17,1190520,464,15992,4
2022-09-18,1191121,601,15997,5
2022-09-19,1192049,928,16001,4
2022-09-20,1192962,913,16009,8
2022-09-21,1193813,851,16011,2
2022-09-22,1194681,868,16015,4
2022-09-23,1195451,770,16025,10
2022-09-24,1196087,636,16029,4
2022-09-25,1196690,603,16035,6
2022-09-26,1197660,970,16045,10
2022-09-27,1198742,1082,16049,4
2022-09-28,1199773,1031,16059,10
2022-09-29,1200666,893,16063,4
2022-09-30,1201548,882,16069,6
2022-10-01,1202151,603,16079,10
2022-10-02,1202874,723,16091,12
2022-10-03,1203829,955,16098,7
2022-10-04,1204935,1106,16104,6
2022-10-05,1205912,977,16110,6
2022-10-06,1206943,1031,16125,15
2022-10-07,1207874,931,16136,11
2022-10-08,1208502,628,16141,5
2022-10-09,1209208,706,16151,10
2022-10-10,1209988,780,16157,6
2022-10-11,1211089,1101,16165,8
2022-10-12,1212326,1237,16176,11
2022-10-13,1213384,1058,16187,11
2022-10-14,1214400,1016,16191,4
2022-10-15,1215109,709,16200,9
2022-10-16,1215757,648,16209,9
2022-10-17,1216810,1053,16218,9
2022-10-18,1217891,1081,16225,7
2022-10-19,1218918,1027,16235,10
2022-10-20,1219823,905,16246,11
2022-10-21,1220585,762,16256,10
2022-10-22,1221176,591,16275,19
2022-10-23,1221772,596,16289,14
2022-10-24,1222838,1066,16303,14
2022-10-25,1223849,1011,16313,10
2022-10-26,1224838,989,16326,13
2022-10-27,1225772,934,16335,9
2022-10-28,1226607,835,16345,10
2022-10-29,1227156,549,16358,13
2022-10-30,1227714,558,16374,16
2022-10-31,1228609,895,16384,10
2022-11-01,1229642,1033,16392,8
2022-11-02,1230509,867,16404,12
2022-11-03,1231442,933,16421,17
2022-11-04,1232257,815,16433,12
2022-11-05,1232862,605,16440,7
2022-11-06,1233498,636,16451,11
2022-11-07,1234424,926,16460,9
2022-11-08,1235336,912,16470,10
2022-11-09,1236225,889,16475,5
2022-11-10,1236952,727,16484,9
2022-11-11,1237624,672,16492,8
2022-11-12,1238143,519,16504,12
2022-11-13,1238666,523,16511,7
2022-11-14,1239480,814,16519,8
2022-11-15,1240514,1034,16528,9
2022-11-16,1241353,839,16540,12
2022-11-17,1242148,795,16548,8
2022-11-18,1242857,709,16557,9
2022-11-19,1243467,610,16572,15
2022-11-20,1244085,618,16581,9
2022-11-21,1245057,972,16591,10
2022-11-22,1246131,1074,16602,11
2022-11-23,1247160,1029,16609,7
2022-11-24,1248102,942,16616,7
2022-11-25,1248955,853,16642,26
2022-11-26,1249656,701,16656,14
2022-11-27,1250406,750,16664,8
2022-11-28,1251562,1156,16670,6
2022-11-29,1252850,1288,16680,10
2022-11-30,1254164,1314,16689,9
2022-12-01,1255149,985,16706,17
2022-12-02,1256145,996,16717,11
2022-12-03,1256948,803,16732,15
2022-12-04,1257667,719,16743,11
2022-12-05,1258862,1195,16759,16
2022-12-06,1260210,1348,16772,13
2022-12-07,1261437,1227,16791,19
2022-12-08,1262538,1101,16804,13
2022-12-09,1263503,965,16820,16
2022-12-10,1264324,821,16835,15
2022-12-11,1265089,765,16850,15
2022-12-12,1266255,1166,16864,14
2022-12-13,1267570,1315,16878,14
2022-12-14,1268933,1363,16892,14
2022-12-15,1270152,1219,16900,8
2022-12-16,1271212,1060,16912,12
2022-12-17,1272075,863,16927,15
2022-12-18,1272955,880,16941,14
2022-12-19,1274244,1289,16951,10
2022-12-20,1275703,1459,16968,17
2022-12-21,1276920,1217,16978,10
2022-12-22,1277912,992,16999,21
2022-12-23,1278678,766,17012,13
2022-12-24,1279191,513,17034,22
2022-12-25,1279662,471,17047,13
2022-12-26,1280431,769,17061,14
2022-12-27,1281401,970,17076,15
2022-12-28,1282544,1143,17090,14
2022-12-29,1283748,1204,17106,16
2022-12-30,1284567,819,17123,17
2022-12-31,1285178,611,17140,17
2023-01-01,1285631,453,17150,10
2023-01-02,1286424,793,17165,15
2023-01-03,1287351,927,17175,10
2023-01-04,1288450,1099,17189,14
2023-01-05,1289334,884,17204,15
2023-01-06,1290105,771,17228,24
2023-01-07,1290655,550,17237,9
2023-01-08,1291239,584,17254,17
2023-01-09,1292029,790,17267,13
2023-01-10,1292737,708,17282,15
2023-01-11,1293479,742,17295,13
2023-01-12,1294111,632,17306,11
2023-01-13,1294600,489,17320,14
2023-01-14,1295049,449,17328,8
2023-01-15,1295532,483,17340,12
2023-01-16,1296189,657,17351,11
2023-01-17,1296827,638,17360,9
2023-01-18,1297381,554,17372,12
2023-01-19,1297911,530,17383,11
2023-01-20,1298364,453,17397,14
2023-01-21,1298683,319,17404,7
2023-01-22,1299020,337,17412,8
2023-01-23,1299555,535,17425,13
2023-01-24,1300087,532,17432,7
2023-01-25,1300597,510,17443,11
2023-01-26,1301016,419,17452,9
2023-01-27,1301432,416,17463,11
2023-01-28,1301748,316,17471,8
2023-01-29,1302086,338,17481,10
2023-01-30,1302620,534,17486,5
2023-01-31,1303204,584,17488,2
2023-02-01,1303746,542,17492,4
2023-02-02,1304279,533,17496,4
2023-02-03,1304687,408,17504,8
2023-02-04,1304983,296,17511,7
2023-02-05,1305371,388,17519,8
2023-02-06,1305960,589,17525,6
2023-02-07,1306575,615,17533,8
2023-02-08,1307164,589,17540,7
2023-02-09,1307699,535,17545,5
2023-02-10,1308205,506,17552,7
2023-02-11,1308606,401,17561,9
2023-02-12,1308985,379,17570,9
2023-02-13,1309574,589,17578,8
2023-02-14,1310159,585,17587,9
2023-02-15,1310713,554,17594,7
2023-02-16,1311195,482,17602,8
2023-02-17,1311611,416,17610,8
2023-02-18,1312008,397,17616,6
2023-02-19,1312371,363,17620,4
2023-02-20,1312985,614,17629,9
2023-02-21,1313559,574,17632,3
2023-02-22,1314045,486,17639,7
2023-02-23,1314531,486,17645,6
2023-02-24,1314988,457,17647,2
2023-02-25,1315316,328,17658,11
2023-02-26,1315685,369,17661,3
2023-02-27,1316203,518,17667,6
2023-02-28,1316823,620,17675,8
2023-03-01,1317370,547,17679,4
2023-03-02,1317825,455,17684,5
2023-03-03,1318253,428,17688,4
2023-03-04,1318547,294,17695,7
2023-03-05,1318875,328,17703,8
2023-03-06,1319420,545,17707,4
2023-03-07,1319938,518,17713,6
2023-03-08,1320389,451,17720,7
2023-03-09,1320814,425,17730,10
2023-03-10,1321205,391,17741,11
2023-03-11,1321478,273,17747,6
2023-03-12,1321762,284,17755,8
2023-03-13,1322245,483,17761,6
2023-03-14,1322716,471,17762,1
2023-03-15,1323141,425,17769,7
2023-03-16,1323541,400,17776,7
2023-03-17,1323949,408,17782,6
2023-03-18,1324234,285,17790,8
2023-03-19,1324511,277,17792,2
2023-03-20,1324961,450,17796,4
2023-03-21,1325398,437,17802,6
2023-03-22,1325817,419,17802,0
2023-03-23,1326181,364,17807,5
2023-03-24,1326533,352,17811,4
2023-03-25,1326819,286,17815,4
2023-03-26,1327067,248,17817,2
2023-03-27,1327504,437,17826,9
2023-03-28,1327916,412,17831,5
2023-03-29,1328357,441,17835,4
2023-03-30,1328725,368,17841,6
2023-03-31,1329065,340,17848,7
2023-04-01,1329345,280,17853,5
2023-04-02,1329621,276,17856,3
2023-04-03,1330046,425,17863,7
2023-04-04,1330488,442,17868,5
2023-04-05,1330874,386,17870,2
2023-04-06,1331282,408,17876,6
2023-04-07,1331617,335,17885,9
2023-04-08,1331873,256,17888,3
2023-04-09,1332121,248,17893,5
2023-04-10,1332464,343,17897,4
2023-04-11,1332938,474,17902,5
2023-04-12,1333443,505,17907,5
2023-04-13,1333917,474,17910,3
2023-04-14,1334329,412,17913,3
2023-04-15,1334563,234,17917,4
2023-04-16,1334857,294,17926,9
2023-04-17,1335311,454,17929,3
2023-04-18,1335739,428,17935,6
2023-04-19,1336096,357,17940,5
2023-04-20,1336417,321,17946,6
2023-04-21,1336765,348,17949,3
2023-04-22,1337037,272,17952,3
2023-04-23,1337261,224,17957,5
2023-04-24,1337710,449,17964,7
2023-04-25,1338064,354,17967,3
2023-04-26,1338393,329,17970,3
2023-04-27,1338703,310,17980,10
2023-04-28,1338977,274,17983,3
2023-04-29,1339210,233,17984,1
2023-04-30,1339416,206,17986,2
2023-05-01,1339826,410,17992,6
2023-05-02,1340182,356,17996,4
2023-05-03,1340465,283,18000,4
2023-05-04,1340713,248,18004,4
2023-05-05,1340951,238,18004,0
2023-05-06,1341159,208,18010,6
2023-05-07,1341325,166,18013,3
2023-05-08,1341623,298,18018,5
2023-05-09,1341863,240,18020,2
2023-05-10,1342110,247,18021,1
2023-05-11,1342374,264,18022,1
2023-05-12,1342612,238,18024,2
2023-05-13,1342770,158,18027,3
2023-05-14,1342943,173,18029,2
2023-05-15,1343226,283,18031,2
2023-05-16,1343494,268,18032,1
2023-05-17,1343742,248,18036,4
2023-05-18,1343939,197,18038,2
2023-05-19,1344176,237,18041,3
2023-05-20,1344331,155,18044,3
2023-05-21,1344475,144,18046,2
2023-05-22,1344650,175,18051,5
2023-05-23,1344929,279,18054,3
2023-05-24,1345172,243,18063,9
2023-05-25,1345387,215,18066,3
2023-05-26,1345572,185,18072,6
2023-05-27,1345710,138,18077,5
2023-05-28,1345851,141,18083,6
2023-05-29,1346088,237,18090,7
2023-05-30,1346328,240,18094,4
2023-05-31,1346537,209,18099,5
2023-06-01,1346731,194,18105,6
2023-06-02,1346930,199,18109,4
2023-06-03,1347063,133,18109,0
2023-06-04,1347174,111,18110,1
2023-06-05,1347348,174,18111,1
2023-06-06,1347530,182,18116,5
2023-06-07,1347687,157,18120,4
2023-06-08,1347832,145,18126,6
2023-06-09,1347978,146,18127,1
2023-06-10,1348091,113,18130,3
2023-06-11,1348189,98,18133,3
2023-06-12,1348356,167,18134,1
2023-06-13,1348476,120,18135,1
2023-06-14,1348602,126,18137,2
2023-06-15,1348732,130,18138,1
2023-06-16,1348820,88,18139,1
2023-06-17,1348903,83,18140,1
2023-06-18,1348969,66,18140,0
2023-06-19,1349078,109,18143,3
2023-06-20,1349186,108,18145,2
2023-06-21,1349310,124,18148,3
2023-06-22,1349407,97,18149,1
2023-06-23,1349486,79,18149,0
2023-06-24,1349552,66,18154,5
2023-06-25,1349626,74,18156,2
2023-06-26,1349754,128,18158,2
2023-06-27,1349867,113,18161,3
2023-06-28,1349968,101,18163,2
2023-06-29,1350052,84,18163,0
2023-06-30,1350137,85,18164,1
2023-07-01,1350213,76,18169,5
2023-07-02,1350285,72,18169,0
2023-07-03,1350397,112,18172,3
2023-07-04,1350499,102,18172,0
2023-07-05,1350606,107,18173,1
2023-07-06,1350697,91,18173,0
2023-07-07,1350783,86,18173,0
2023-07-08,1350854,71,18174,1
2023-07-09,1350915,61,18175,1
2023-07-10,1351012,97,18175,0
2023-07-11,1351117,105,18176,1
2023-07-12,1351219,102,18177,1
2023-07-13,1351325,106,18182,5
2023-07-14,1351440,115,18182,0
2023-07-15,1351498,58,18182,0
2023-07-16,1351556,58,18183,1
2023-07-17,1351675,119,18183,0
2023-07-18,1351773,98,18185,2
2023-07-19,1351867,94,18186,1
2023-07-20,1351964,97,18186,0
2023-07-21,1352079,115,18187,1
2023-07-22,1352161,82,18192,5
2023-07-23,1352214,53,18194,2
2023-07-24,1352320,106,18196,2
2023-07-25,1352446,126,18199,3
2023-07-26,1352581,135,18203,4
2023-07-27,1352699,118,18203,0
2023-07-28,1352798,99,18205,2
2023-07-29,1352877,79,18206,1
2023-07-30,1352965,88,18208,2
2023-07-31,1353094,129,18210,2
2023-08-01,1353241,147,18211,1
2023-08-02,1353383,142,18213,2
2023-08-03,1353522,139,18215,2
2023-08-04,1353680,158,18218,3
2023-08-05,1353814,134,18222,4
2023-08-06,1353924,110,18225,3
2023-08-07,1354145,221,18225,0
2023-08-08,1354362,217,18230,5
2023-08-09,1354593,231,18231,1
2023-08-10,1354787,194,18233,2
2023-08-11,1354996,209,18235,2
2023-08-12,1355175,179,18236,1
2023-08-13,1355330,155,18237,1
2023-08-14,1355600,270,18242,5
2023-08-15,1355846,246,18244,2
2023-08-16,1356119,273,18247,3
2023-08-17,1356405,286,18248,1
2023-08-18,1356659,254,18252,4
2023-08-19,1356844,185,18256,4
2023-08-20,1357027,183,18259,3
2023-08-21,1357340,313,18262,3
2023-08-22,1357660,320,18267,5
2023-08-23,1357950,290,18270,3
2023-08-24,1358272,322,18274,4
2023-08-25,1358567,295,18275,1
2023-08-26,1358799,232,18278,3
2023-08-27,1359038,239,18281,3
2023-08-28,1359421,383,18284,3
2023-08-29,1359851,430,18289,5
2023-08-30,1360194,343,18293,4
2023-08-31,1360581,387,18299,6
2023-09-01,1360958,377,18302,3
2023-09-02,1361238,280,18306,4
2023-09-03,1361538,300,18309,3
2023-09-04,1361864,326,18319,10
2023-09-05,1362379,515,18326,7
2023-09-06,1362896,517,18331,5
2023-09-07,1363357,461,18336,5
2023-09-08,1363770,413,18343,7
2023-09-09,1364116,346,18353,10
2023-09-10,1364466,350,18359,6
2023-09-11,1365023,557,18367,8
2023-09-12,1365562,539,18371,4
2023-09-13,1366138,576,18377,6
2023-09-14,1366648,510,18384,7
2023-09-15,1367121,473,18394,10
2023-09-16,1367497,376,18403,9
2023-09-17,1367876,379,18408,5
2023-09-18,1368615,739,18412,4
2023-09-19,1369360,745,18418,6
2023-09-20,1369993,633,18424,6
2023-09-21,1370660,667,18430,6
2023-09-22,1371309,649,18442,12
2023-09-23,1371765,456,18447,5
2023-09-24,1372232,467,18457,10
2023-09-25,1373096,864,18464,7
2023-09-26,1373931,835,18470,6
2023-09-27,1374686,755,18477,7
2023-09-28,1375414,728,18484,7
2023-09-29,1376166,752,18491,7
2023-09-30,1376689,523,18506,15
2023-10-01,1377277,588,18514,8
2023-10-02,1378346,1069,18529,15
2023-10-03,1379253,907,18542,13
2023-10-04,1380076,823,18548,6
2023-10-05,1380819,743,18561,13
2023-10-06,1381449,630,18574,13
2023-10-07,1381888,439,18577,3
2023-10-08,1382291,403,18589,12
2023-10-09,1382761,470,18599,10
2023-10-10,1383468,707,18615,16
2023-10-11,1384092,624,18623,8
2023-10-12,1384602,510,18631,8
2023-10-13,1385069,467,18641,10
2023-10-14,1385408,339,18652,11
2023-10-15,1385779,371,18659,7
2023-10-16,1386370,591,18672,13
2023-10-17,1386935,565,18681,9
2023-10-18,1387513,578,18690,9
2023-10-19,1388067,554,18701,11
2023-10-20,1388632,565,18714,13
2023-10-21,1388961,329,18720,6
2023-10-22,1389351,390,18731,11
2023-10-23,1389943,592,18739,8
2023-10-24,1390493,550,18744,5
2023-10-25,1391016,523,18754,10
2023-10-26,1391561,545,18763,9
2023-10-27,1392072,511,18776,13
2023-10-28,1392429,357,18790,14
2023-10-29,1392767,338,18796,6
2023-10-30,1393345,578,18802,6
2023-10-31,1393863,518,18806,4
2023-11-01,1394417,554,18812,6
2023-11-02,1394922,505,18820,8
2023-11-03,1395409,487,18832,12
2023-11-04,1395773,364,18842,10
2023-11-05,1396195,422,18851,9
2023-11-06,1396723,528,18855,4
2023-11-07,1397415,692,18867,12
2023-11-08,1397955,540,18880,13
2023-11-09,1398464,509,18886,6
2023-11-10,1399012,548,18897,11
2023-11-11,1399412,400,18907,10
2023-11-12,1399848,436,18915,8
2023-11-13,1400534,686,18922,7
2023-11-14,1401209,675,18931,9
2023-11-15,1401902,693,18939,8
2023-11-16,1402561,659,18952,13
2023-11-17,1403134,573,18959,7
2023-11-18,1403575,441,18963,4
2023-11-19,1404048,473,18972,9
2023-11-20,1404807,759,18974,2
2023-11-21,1405480,673,18978,4
2023-11-22,1406218,738,18994,16
2023-11-23,1406851,633,19005,11
2023-11-24,1407522,671,19016,11
2023-11-25,1408046,524,19029,13
2023-11-26,1408563,517,19038,9
2023-11-27,1409414,851,19047,9
2023-11-28,1410203,789,19056,9
2023-11-29,1411141,938,19068,12
2023-11-30,1411848,707,19081,13
2023-12-01,1412597,749,19090,9
2023-12-02,1413118,521,19099,9
2023-12-03,1413708,590,19110,11
2023-12-04,1414607,899,19123,13
2023-12-05,1415583,976,19133,10
2023-12-06,1416493,910,19144,11
2023-12-07,1417336,843,19157,13
2023-12-08,1418045,709,19169,12
2023-12-09,1418539,494,19171,2
2023-12-10,1419112,573,19178,7
2023-12-11,1419940,828,19187,9
2023-12-12,1421137,1197,19202,15
2023-12-13,1422134,997,19213,11
2023-12-14,1423155,1021,19226,13
2023-12-15,1424107,952,19239,13
2023-12-16,1424801,694,19247,8
2023-12-17,1425447,646,19262,15
2023-12-18,1426480,1033,19269,7
2023-12-19,1427549,1069,19285,16
2023-12-20,1428464,915,19294,9
2023-12-21,1429348,884,19304,10
2023-12-22,1430024,676,19317,13
2023-12-23,1430562,538,19328,11
2023-12-24,1431030,468,19343,15
2023-12-25,1431429,399,19349,6
2023-12-26,1432045,616,19368,19
2023-12-27,1433021,976,19381,13
2023-12-28,1433993,972,19391,10
2023-12-29,1434795,802,19401,10
2023-12-30,1435421,626,19415,14
2023-12-31,1435882,461,19430,15
2024-01-01,1436280,398,19437,7
2024-01-02,1436958,678,19445,8
2024-01-03,1437875,917,19456,11
2024-01-04,1438679,804,19466,10
2024-01-05,1439357,678,19481,15
2024-01-06,1439821,464,19493,12
2024-01-07,1440234,413,19503,10
2024-01-08,1440864,630,19507,4
2024-01-09,1441445,581,19513,6
2024-01-10,1441869,424,19530,17
2024-01-11,1442339,470,19536,6
2024-01-12,1442784,445,19549,13
2024-01-13,1443048,264,19561,12
2024-01-14,1443302,254,19567,6
2024-01-15,1443700,398,19578,11
2024-01-16,1444043,343,19585,7
2024-01-17,1444350,307,19593,8
2024-01-18,1444720,370,19602,9
2024-01-19,1445016,296,19613,11
2024-01-20,1445219,203,19625,12
2024-01-21,1445401,182,19631,6
2024-01-22,1445720,319,19631,0
2024-01-23,1446030,310,19631,0
2024-01-24,1446318,288,19631,0
2024-01-25,1446537,219,19631,0
2024-01-26,1446750,213,19631,0
2024-01-27,1446914,164,19631,0
